TCGA	Tissue	ESTIMATE	Protein	CDH11	CDH1	CTNNB1	CD3E	CD8A
TCGA-DB-5274	lgg	-235.66912	0.212301994517341	8.8974	4.8941	12.6877	5.4999	4.7475
TCGA-CH-5737	prad	-1211.33541	-0.0578351163062767	7.5356	14.5258	13.3666	5.8176	5.3241
TCGA-AR-A1AP	brca	362.27593	-0.1845936955	11.377	12.2441	13.2055	7.5383	6.7972
TCGA-AO-A12B	brca	-533.00991	0.4740359715	8.5727	13.0881	12.8593	6.0654	6.6123
TCGA-05-4249	luad	1033.35673	1.09750360480651	11.4295	14.2916	14.3944	7.9539	6.9276
TCGA-B0-5702	kirc	1383.72269	-0.411570541812544	5.3636	9.8032	13.196	8.1624	6.346
TCGA-A8-A095	brca	-319.46367	-1.44427197054152	11.0932	13.3133	13.5951	6.9895	7.043
TCGA-EE-A2MC	skcm	1980.03095	-2.329923615	9.9213	3.9508	13.188	10.3646	10.8168
TCGA-CV-7252	hnsc	-201.30931	-0.770060363105203	7.1477	13.532	13.2524	8.7477	7.808
TCGA-CH-5750	prad	-213.62578	0.445902021030955	8.852	13.5496	13.1479	8.0941	8.3348
TCGA-A8-A075	brca	467.84548	-0.519101233087584	11.5218	12.7094	13.2312	8.1142	8.0512
TCGA-EL-A3CT	thca	202.66982	-0.408090627701912	9.0247	14.3368	14.0171	7.2986	7.3884
TCGA-FJ-A3ZE	blca	-1366.63855	0.995695566	6.2543	14.0488	11.61	4.266	4.6546
TCGA-C8-A1HJ	brca	-553.39655	0.7867035585	9.2989	13.4526	13.1972	7.53	7.5024
TCGA-D8-A27L	brca	391.00069	0.480386621058061	12.5311	13.0783	13.6036	8.1274	7.4743
TCGA-AG-3591	read	-241.50612	1.60521131658256	9.2767	12.6383	13.7463	7.0348	6.0059
TCGA-BH-A1EN	brca	345.96049	-1.155552157	10.1238	11.9479	13.2294	7.9346	7.1528
TCGA-A8-A09G	brca	535.74215	-1.44657480817392	10.7343	13.0753	13.7572	8.7579	8.0982
TCGA-EJ-5525	prad	-909.31049	0.731387245585372	11.7418	13.214	13.2838	5.9071	4.3983
TCGA-B0-5699	kirc	-1113.22439	0.60534192044141	10.0677	11.5852	12.4962	8.1949	7.562
TCGA-A6-6649	coad	150.11445	1.14477894996737	10.2285	13.4272	13.2987	7.7459	7.2912
TCGA-BP-4803	kirc	722.31783	-0.12091006334352	10.682	12.0544	12.898	8.3666	8.2851
TCGA-AR-A1AH	brca	-902.47899	-0.8509806555	9.6229	12.1386	13.25	5.1101	4.3776
TCGA-ET-A3BU	thca	-323.68472	0.587875039191054	10.4285	14.6362	13.8283	6.0178	4.9164
TCGA-D6-6826	hnsc	1184.52904	0.691345749745578	10.1971	13.172	13.253	7.6923	7.5152
TCGA-CW-5583	kirc	194.11897	0.715980378699433	9.5181	11.1224	13.223	7.2738	7.6183
TCGA-BP-4349	kirc	570.60895	0.0126088107641767	9.8942	9.8132	12.6904	8.5129	7.7223
TCGA-BH-A209	brca	1858.39558	-2.004134472	10.0006	12.8986	14.0864	8.8315	8.5163
TCGA-12-3653	gbm	270.76077	1.13699930716935	9.3588	7.8779	12.4824	5.7725	4.7214
TCGA-AA-3492	coad	19.80666	1.6504171569908	8.9754	13.4121	13.534	7.2709	7.6359
TCGA-E2-A108	brca	2292.20521	-1.615734108	12.1496	12.2154	13.5445	10.8019	10.9461
TCGA-CN-6013	hnsc	1781.30382	0.112015108852247	8.0448	12.9111	12.2833	9.6607	9.3167
TCGA-GV-A3QK	blca	371.83606	0.702477649	7.7424	14.2013	13.1238	8.6808	7.7499
TCGA-ER-A19P	skcm	3092.04997	-0.000403950500000194	9.8473	13.2667	13.6478	12.0141	12.1316
TCGA-EM-A1YD	thca	-567.42060	0.543683164661199	8.3538	15.1025	13.5464	6.8176	6.8564
TCGA-21-5784	lusc	1120.53855	-0.104609801097673	9.9306	12.9381	12.6707	9.0499	8.4675
TCGA-EE-A3AD	skcm	-822.16324	1.0306219425	4.9097	14.0316	15.4504	3.8372	4.0406
TCGA-DJ-A3VA	thca	-375.94639	0.324966512050191	8.1069	13.9757	13.7135	7.2765	7.4024
TCGA-A6-6654	coad	1341.99560	1.52463394850574	11.3151	13.7172	13.7101	8.7528	8.0761
TCGA-78-7159	luad	104.02382	-1.63181209024717	10.3347	12.2508	13.044	7.8639	7.5781
TCGA-BP-4768	kirc	189.11724	0.837656916264086	9.6167	11.7218	12.0827	7.998	8.4768
TCGA-AR-A0U3	brca	-342.12672	-0.246366491049635	9.7617	13.7369	13.2125	6.9096	6.6227
TCGA-E2-A15F	brca	-358.08969	-0.557944128264102	10.3171	13.5483	13.9538	6.9683	6.0913
TCGA-EL-A3T3	thca	-1206.81785	-0.0500371624865852	7.7211	14.1103	12.8979	6.1991	7.2721
TCGA-G9-7525	prad	-935.92296	2.38616820202727	10.3261	14.1045	12.5581	6.3993	5.3876
TCGA-B2-5641	kirc	1990.34284	-0.0407175500759979	7.8821	13.1019	12.9712	4.203	3.429
TCGA-CV-5978	hnsc	1090.78638	0.440062975251617	11.9365	13.9402	13.4116	7.7672	5.9386
TCGA-DU-6401	lgg	-467.46584	0.22207570884513	10.5439	4.5209	12.9365	2.7201	2.0683
TCGA-06-0129	gbm	695.78626	0.517712191453023	11.1259	6.6482	12.8211	4.9386	4.2264
TCGA-BH-A0DK	brca	-773.34896	-0.701096784807263	9.506	14.2355	13.5777	6.0883	6.1955
TCGA-CJ-4912	kirc	544.21930	-0.238814409727781	10.1562	9.9122	12.2381	8.481	7.8139
TCGA-FD-A3SQ	blca	338.17097	-0.6460965635	11.8305	13.4582	12.512	7.5105	5.8874
TCGA-39-5024	lusc	324.13372	-0.0295982767884557	8.829	12.3746	12.383	8.9393	7.6201
TCGA-93-7348	luad	737.06240	-1.18469110935397	11.7598	12.4924	13.3519	8.711	7.8299
TCGA-BH-A18L	brca	-15.23371	-1.044391523	7.9225	13.4723	12.4056	5.8051	5.656
TCGA-ER-A199	skcm	2073.67084	-0.0876954535000001	8.7977	12.2261	15.0333	10.9613	10.4391
TCGA-44-2656	luad	2175.91371	0.606571015509244	10.713	13.256	13.5582	9.9458	10.496
TCGA-95-7043	luad	-624.72501	-0.407930869846064	9.2984	13.095	12.4142	6.7284	7.4642
TCGA-EM-A2CQ	thca	-1015.17330	-0.371990936206221	5.7886	13.7115	13.2643	4.944	5.0926
TCGA-32-5222	gbm	744.71045	0.966402101683759	10.199	2.7072	13.2046	4.3999	4.3999
TCGA-E2-A1IG	brca	52.08574	-0.516537559420904	9.3788	12.4711	13.4603	6.881	7.3283
TCGA-EE-A3AC	skcm	871.25883	0.0831045504999994	5.9436	6.4328	13.4728	8.5567	9.4078
TCGA-EB-A3Y6	skcm	-29.15415	-0.630179835	9.789	11.9817	14.3496	7.2373	7.7282
TCGA-49-6767	luad	1054.47167	2.00736214055386	12.4975	13.9057	13.6963	9.2369	9.3511
TCGA-DC-5337	read	-16.92313	0.696621307097511	8.4062	13.419	13.724	8.0325	5.1834
TCGA-B0-4714	kirc	2145.59690	-0.602910805300659	9.4643	10.0117	12.3193	10.4427	11.1685
TCGA-D3-A3C1	skcm	403.90575	-0.174496689	7.1834	7.4361	14.7476	7.9124	7.1714
TCGA-DB-A4XD	lgg	-854.89685	0.0259984045962591	10.2014	7.0124	12.8048	1.7613	0.9679
TCGA-A3-3319	kirc	1088.47404	0.0759386980977071	9.7008	12.0123	12.0748	8.1661	8.4884
TCGA-BA-6869	hnsc	-120.36516	1.53914135084163	7.1825	13.1942	11.9901	7.6732	6.8861
TCGA-G2-A3IE	blca	-591.01801	-0.8311081035	6.8362	13.0549	13.3599	7.0766	4.1849
TCGA-BH-A0BA	brca	-83.07409	-0.615954583782306	10.3065	13.1929	13.8284	8.5676	8.264
TCGA-AN-A0AL	brca	646.81801	0.340458909	11.7714	13.6763	13.1465	8.7514	6.8242
TCGA-DU-7019	lgg	-442.34347	0.0601694867116409	10.7439	6.3434	12.776	3.9047	4.4789
TCGA-EM-A3FJ	thca	-341.73788	1.09556614363983	9.7409	14.0023	13.7902	6.3202	6.6023
TCGA-CN-5361	hnsc	212.09832	0.701054936531231	11.4851	13.0535	12.8491	7.7501	5.7759
TCGA-HT-7608	lgg	-643.36222	0.804472778211016	10.7745	6.6555	12.8101	1.136	3.0332
TCGA-EE-A2MP	skcm	877.21195	-0.632839604	7.9478	12.2042	14.2302	9.2026	9.8914
TCGA-FS-A1ZG	skcm	-811.61061	1.7781218445	6.0574	14.3237	14.7535	4.631	4.23
TCGA-BP-5175	kirc	1035.66605	0.589497990919521	10.0288	10.9295	11.401	9.8816	9.3469
TCGA-CV-6933	hnsc	-529.35103	0.431100734754385	10.9745	13.7916	13.4877	7.1379	5.5474
TCGA-35-5375	luad	1039.06391	-0.395051358831816	10.3923	12.0002	12.1581	8.5636	9.3886
TCGA-B6-A0IK	brca	-185.74399	-0.580032939655558	10.2104	14.602	13.3612	8.088	7.3006
TCGA-E9-A3Q9	brca	563.81513	-0.0705092930000003	9.3405	12.7751	12.4212	7.6064	7.9153
TCGA-78-7150	luad	-407.18644	0.0677186027966219	11.5374	13.1192	13.4872	7.4017	7.0977
TCGA-E9-A1N4	brca	976.61996	-0.0339744689999995	11.3172	12.4182	13.1129	7.825	7.6953
TCGA-CE-A482	thca	-336.36509	0.825662956521215	7.99	13.952	13.8382	6.018	4.9113
TCGA-06-0171	gbm	2451.18031	0.850610103621833	11.5797	5.2171	13.3043	7.983	7.8053
TCGA-27-1831	gbm	805.88415	1.14450279044354	10.6794	7.7185	13.2364	5.682	6.8544
TCGA-AY-6386	coad	-92.09971	1.83266274440376	7.9367	14.3197	13.3021	7.5341	6.6353
TCGA-G4-6317	coad	-1210.30821	0.121642994377637	7.336	13.8894	13.0026	5.9956	6.6179
TCGA-DU-6408	lgg	-339.84667	0.53883926982156	9.8818	9.3882	13.0695	2.3074	3.2764
TCGA-43-6770	lusc	0.76378	0.29290987912205	11.0917	14.0047	13.7632	6.8735	6.0424
TCGA-AR-A24X	brca	-358.20472	-0.757400753145879	11.8984	8.7753	13.4349	7.7459	7.6433
TCGA-KC-A4BN	prad	-1198.51777	-0.224798147156673	7.178	13.8629	12.9445	6.2094	6.4972
TCGA-60-2698	lusc	1371.50536	1.58381452224097	10.4016	12.5556	13.3034	9.1793	9.6749
TCGA-BA-5556	hnsc	1627.83955	-0.38726655267944	8.7955	13.7206	13.3313	10.0132	10.0848
TCGA-D5-6536	coad	-73.05921	0.298903538130786	10.5452	13.4455	12.9087	4.0502	4.0978
TCGA-EE-A2MI	skcm	1081.67878	-0.521868218	9.7463	4.8741	12.9032	8.4942	9.2879
TCGA-BJ-A45J	thca	-277.61526	0.386163021120142	9.51	13.9874	13.5132	5.8944	5.0182
TCGA-EE-A2MR	skcm	2532.76376	-0.4115443045	10.0558	6.8084	13.0817	11.2332	10.5363
TCGA-A8-A08L	brca	486.36420	-0.65857907886805	10.4808	14.8102	12.8599	8.8655	8.3284
TCGA-AU-6004	coad	605.85983	-1.7268123286665	9.9464	13.5343	13.8209	8.1516	7.2215
TCGA-CZ-5456	kirc	-1138.38299	0.0269670145469201	7.7878	12.9908	12.6754	3.4363	4.0729
TCGA-BB-4217	hnsc	1847.25570	-0.517281040724945	9.5206	13.2653	12.9229	10.9439	8.3851
TCGA-BA-6870	hnsc	597.79729	-2.21849273152683	8.5185	12.6577	12.1575	8.2433	6.0072
TCGA-CH-5766	prad	-622.77309	0.335199822552129	8.1778	14.3431	13.0234	7.6746	7.2099
TCGA-DC-6157	read	-522.65401	1.82464291690537	9.6001	14.2393	14.1317	6.9535	5.4087
TCGA-AC-A3W5	brca	1276.68587	-1.470717428	12.3458	12.251	12.9883	9.1494	9.0009
TCGA-B0-5812	kirc	991.38879	0.60452366690191	10.3387	9.7499	13.562	8.7776	8.472
TCGA-B0-4852	kirc	628.40948	0.474312055916917	9.8508	11.0075	12.7313	8.12	8.5045
TCGA-E2-A14V	brca	-750.75244	-0.951957294878841	10.8382	14.401	12.5528	6.2571	6.232
TCGA-A3-3362	kirc	457.64759	0.0871584398038137	9.6351	9.9447	13.0131	7.8572	8.3372
TCGA-HT-8018	lgg	-41.09720	0.581127777933064	10.3643	7.3282	12.7454	5.7861	6.6234
TCGA-CV-7089	hnsc	196.59593	-1.66300295132025	7.0031	13.5088	12.5109	7.9721	7.2718
TCGA-FS-A1ZJ	skcm	-402.86050	0.584163724	6.5588	13.568	14.0515	7.5952	8.168
TCGA-BP-4999	kirc	492.82431	0.957426579991484	10.7439	11.5282	13.5151	7.3131	7.0592
TCGA-EE-A184	skcm	474.36434	0.744008908499999	7.7268	14.5288	15.236	8.5729	9.1222
TCGA-HI-7171	prad	-923.19957	1.04086636661197	9.7162	12.4147	12.197	7.5871	7.132
TCGA-E2-A14O	brca	-410.89246	-0.756194229471826	9.9428	13.7475	12.9639	6.3917	6.0775
TCGA-95-7944	luad	1836.14379	-0.589841648519186	10.5183	11.0122	13.1391	10.5943	10.8339
TCGA-EJ-7792	prad	-63.90963	0.103806395876634	10.645	13.5994	13.0651	8.482	7.1228
TCGA-AR-A0TY	brca	-706.63077	-0.614244606954583	10.2884	15.6814	13.0314	6.0333	5.214
TCGA-IQ-7630	hnsc	345.11554	0.283500345760072	9.015	12.8965	12.8828	7.829	6.9485
TCGA-A2-A1FX	brca	97.27219	-0.501456534954881	11.3152	12.6177	13.325	7.1643	7.5904
TCGA-DU-7298	lgg	-518.43916	0.656810062920312	10.1428	6.4671	12.7262	2.5021	3.5231
TCGA-CJ-4893	kirc	1513.36183	0.132001543308792	8.6796	10.5536	13.2933	9.7906	10.6952
TCGA-CN-5367	hnsc	232.65057	-0.854840530241464	9.2713	12.9177	12.3069	6.7592	5.3355
TCGA-BH-A0HX	brca	-235.86658	-0.178553387360719	11.4097	13.9859	13.1784	7.5908	6.8116
TCGA-CJ-4908	kirc	934.70075	-0.0378735342142948	10.2999	9.8497	13.7015	8.5439	9.0141
TCGA-EL-A3N2	thca	-138.77760	0.760312858604358	9.8455	13.9214	13.9749	7.2064	6.9019
TCGA-33-4582	lusc	-611.52749	1.05105832723048	8.489	13.2439	13.1752	6.1603	6.7079
TCGA-GV-A3JV	blca	41.07284	-1.729007192	10.0404	13.5915	13.8918	8.5324	8.199
TCGA-D8-A143	brca	-29.09009	-0.635990438509777	9.2688	13.9698	13.6495	7.8135	7.3311
TCGA-CN-6994	hnsc	159.46745	0.115270626715324	10.8862	13.0397	12.8433	7.1551	6.5354
TCGA-DA-A3F5	skcm	-293.05702	-2.05224472432784	8.8915	1.1288	12.4875	5.9887	6.517
TCGA-CN-5374	hnsc	1132.86432	0.483559498565709	8.1447	12.5784	12.7346	10.3661	9.201
TCGA-BP-4170	kirc	1422.67102	-0.135267521962316	9.8672	11.3709	13.0076	9.3411	9.5858
TCGA-A2-A0D0	brca	353.48157	-0.597131239703073	8.8794	11.7289	13.0918	8.582	8.3899
TCGA-CX-7085	hnsc	1966.81262	1.438182291927	11.3921	13.5601	13.168	9.7274	9.5838
TCGA-B6-A0I8	brca	-891.66967	-0.713851656751656	11.4342	14.1057	13.0577	4.0833	3.756
TCGA-AA-3489	coad	1293.22349	1.97736426459795	11.9534	13.6949	13.9879	8.922	8.6632
TCGA-E9-A1R2	brca	-135.34100	-0.202671317313704	11.1353	14.3313	12.5954	8.0992	8.1861
TCGA-BH-A1EX	brca	423.47274	-0.264605927783401	12.2764	14.737	13.1977	7.6559	7.2666
TCGA-EM-A1CU	thca	-279.16998	1.02660289979947	6.7666	14.2565	13.0573	7.6861	7.9249
TCGA-BP-4799	kirc	1457.44102	-1.37920929183472	10.5596	11.5505	12.6875	9.9638	10.3214
TCGA-D6-6517	hnsc	457.73086	1.34387430596387	9.2771	13.2201	12.8078	8.1083	5.6498
TCGA-AR-A24W	brca	-635.15363	-1.36775679917959	11.4311	13.7896	14.076	6.5248	6.7775
TCGA-AN-A0FW	brca	-373.35174	-0.1736160595	11.2167	14.4606	13.5497	7.7333	7.2594
TCGA-34-5236	lusc	567.67035	-0.294361493700313	11.8957	11.9093	13.3617	7.9154	7.0082
TCGA-78-7156	luad	-228.36691	0.889466790614759	9.3	13.2999	12.9574	7.4726	6.5778
TCGA-D9-A1JX	skcm	1067.35928	-0.800112228	7.0807	12.9793	14.4809	9.4073	10.2827
TCGA-EW-A1P0	brca	-204.49299	0.589340114402601	11.2025	13.8392	12.7811	7.4897	7.2776
TCGA-EJ-7782	prad	186.19257	0.799122641230469	8.6051	13.4159	13.2961	8.4237	8.33
TCGA-E1-5304	lgg	-1575.99832	1.09894934920645	11.3645	2.8746	12.4684	1.4644	2.176
TCGA-A2-A0ER	brca	-294.14103	-0.77172908366079	9.7373	14.3121	13.6094	6.7506	6.2657
TCGA-AY-6196	coad	2162.39450	0.974582309176337	12.368	12.6566	13.1718	10.0224	9.4604
TCGA-E9-A249	brca	-352.72871	-0.308430094333847	10.0309	12.2174	13.8751	6.9561	6.6194
TCGA-FG-A4MY	lgg	-809.81769	0.155978742225352	9.8019	6.1566	12.1858	2.5083	3.8478
TCGA-B0-5709	kirc	2116.19618	-0.846768971827652	10.8588	10.0374	12.9373	10.1542	10.3863
TCGA-EE-A2M6	skcm	614.84833	-0.5007049755	5.0565	10.8498	12.9328	6.4633	7.1589
TCGA-DU-5852	lgg	8.55650	0.732868089517825	10.2639	7.8156	13.129	4.6764	4.8267
TCGA-E9-A2JT	brca	2867.68673	-1.279728692	10.5346	11.7249	12.5893	11.8355	10.9736
TCGA-C8-A133	brca	-618.95609	-0.443459655716624	5.9811	12.86	12.5169	3.0866	4.3189
TCGA-AO-A0J8	brca	274.05348	-1.41982284527391	11.4307	8.4998	13.7326	8.3867	7.3867
TCGA-CV-7243	hnsc	-460.04980	0.815129095491321	11.1659	13.4475	13.0061	6.4573	4.9176
TCGA-BH-A1F0	brca	-58.87174	0.456808572890854	9.024	12.6765	13.2644	7.4771	7.6694
TCGA-C8-A12Z	brca	-708.99881	-0.833153711089097	11.4003	13.523	13.1865	4.4364	4.8096
TCGA-CV-7430	hnsc	-630.62137	0.356532538526742	10.339	14.6337	13.7883	5.2261	4.9812
TCGA-CV-7406	hnsc	-640.06937	-0.606638186298687	9.9701	14.8415	13.5861	5.7398	4.7128
TCGA-BJ-A2NA	thca	858.90818	0.708293861864564	8.1675	14.1732	13.8342	7.1536	7.7213
TCGA-E2-A1B1	brca	1038.01634	-0.893599374	12.3397	14.5019	13.4934	9.01	8.3522
TCGA-EL-A3TB	thca	-686.16541	-0.0910823313106361	8.1813	14.3645	13.1696	7.4709	8.2782
TCGA-05-4397	luad	463.66458	0.395856198571316	7.3921	10.9941	12.452	7.0986	6.9364
TCGA-CV-7253	hnsc	-778.94580	-0.405130220824375	6.4512	14.3713	12.1154	4.6615	2.1611
TCGA-91-6849	luad	1345.48781	0.0867550478915126	9.5564	12.6469	14.0509	8.7307	8.4011
TCGA-BH-A0W4	brca	-711.19544	0.119534504037012	11.8884	13.67	13.5142	5.0172	5.8176
TCGA-DU-5853	lgg	107.79074	0.411094966412141	10.0902	7.4581	13.0106	6.4086	5.9325
TCGA-CH-5752	prad	-1227.10624	0.792091050280164	9.3101	13.4375	13.2026	5.587	5.1363
TCGA-44-7669	luad	737.61606	-0.72587651583804	9.7228	12.2291	13.4963	8.3327	8.3189
TCGA-CM-6678	coad	-871.87641	0.438686267109047	10.0364	13.787	13.0718	5.9825	4.0206
TCGA-BP-5184	kirc	1000.32602	0.234735380382509	10.3676	10.8771	13.0189	9.0733	8.9518
TCGA-A2-A1FV	brca	-1048.10910	-2.053309575	10.0916	9.7065	13.5724	4.5181	5.7699
TCGA-AR-A2LM	brca	10.40523	-2.28928066244043	12.7252	9.9501	13.6006	7.8879	8.2384
TCGA-CN-5365	hnsc	655.63812	0.824267054090853	7.8249	13.3474	12.6	8.2427	8.1133
TCGA-CM-5860	coad	129.70593	0.347990492134326	11.6494	13.6139	14.1001	7.3212	6.6923
TCGA-CV-7416	hnsc	46.43791	0.705454092895095	4.2222	13.8648	13.0282	6.7347	5.5584
TCGA-EM-A3FP	thca	372.37583	0.201863697469467	6.1798	13.556	13.4281	8.8116	9.5283
TCGA-EJ-5501	prad	-1028.83471	0.274994333710877	9.1918	14.3208	13.4238	7.3256	6.9665
TCGA-BH-A0C3	brca	638.86345	-1.17333112115227	11.8099	12.9535	12.8623	8.824	8.0287
TCGA-FG-6689	lgg	-256.99897	0.199143737115665	9.9578	8.1932	12.4949	3.2971	4.6173
TCGA-FD-A3SO	blca	587.14816	-2.079123682	10.4187	10.5631	13.8422	7.1942	6.2425
TCGA-BH-A0HP	brca	137.51170	-1.212253208106	11.444	10.2287	13.7605	7.6731	7.1786
TCGA-B0-4819	kirc	2822.26006	-0.214779795009597	9.8871	10.1696	12.6698	11.4626	12.0846
TCGA-BH-A0H9	brca	-603.64372	0.194592986352858	10.5679	14.8439	13.5924	6.6426	6.293
TCGA-78-7161	luad	-559.94204	0.807067929678566	10.8222	12.9941	14.1967	6.7538	6.8396
TCGA-D8-A1Y3	brca	672.17239	0.357477208081567	9.5186	12.9725	12.4923	7.694	7.1504
TCGA-06-5859	gbm	570.43169	1.34333758427005	10.1306	8.085	12.9338	6.3517	5.9135
TCGA-DK-A3IT	blca	-58.33836	-0.3257152955	9.6415	13.6335	12.5582	7.4793	5.9842
TCGA-CJ-5672	kirc	-1342.66403	0.0714618376761203	8.524	13.0165	13.0722	4.599	4.5426
TCGA-DK-A3IQ	blca	-110.90728	-0.855754155	13.7218	12.6264	13.4153	4.3923	4.3567
TCGA-DK-A1AC	blca	400.48512	-0.8675993685	10.1719	12.7058	12.9987	8.7994	9.0099
TCGA-HT-7602	lgg	-377.68044	0.557721618523297	9.517	5.2345	12.8888	3.2514	3.0434
TCGA-BP-5176	kirc	665.76406	0.550230359833228	8.6167	10.4623	12.778	8.7718	7.81
TCGA-BP-4756	kirc	257.48805	-0.400137345612547	10.6272	11.9932	12.375	8.0191	8.7118
TCGA-BP-4342	kirc	790.95783	0.144892979353407	11.0283	9.9431	12.8228	8.6894	7.6166
TCGA-CV-7424	hnsc	96.91511	-0.145173492351728	6.4609	13.6197	13.2078	6.6234	6.7044
TCGA-P5-A5F0	lgg	-1734.32740	1.62814610247891	10.3808	7.9257	12.472	2.6829	5.3806
TCGA-AF-6136	read	-415.02676	2.06139161832769	8.8578	13.8951	13.2999	6.505	5.9671
TCGA-EL-A3ZT	thca	-377.66137	0.9402102629516	6.7857	14.0661	12.7911	7.0753	7.2223
TCGA-AA-3511	coad	1181.47673	1.37763946062435	10.8474	14.3457	13.2569	6.6626	6.0878
TCGA-E2-A10B	brca	-112.12702	-0.0964641680000001	12.0783	15.0736	13.6027	7.7649	7.3627
TCGA-EE-A3AA	skcm	1165.71933	-2.0974722605	8.5837	6.9102	13.1159	9.8483	8.5913
TCGA-BP-4330	kirc	1998.00820	0.109758636861622	9.5738	11.6076	12.7227	10.2851	11.1274
TCGA-78-7146	luad	239.26920	0.985601937519605	8.9744	13.3659	13.2566	7.1728	7.8162
TCGA-19-2625	gbm	-257.19897	-1.03673336971541	10.7622	7.7488	12.1931	2.4879	2.7298
TCGA-06-5418	gbm	518.25061	1.16522988832186	9.8962	3.7449	13.211	2.9906	2.9906
TCGA-AR-A24P	brca	-164.59380	-0.0309462298808016	12.4497	12.7414	13.5268	7.0886	6.592
TCGA-CH-5794	prad	-1065.05025	0.603196065336012	8.574	14.3449	13.4556	6.0689	6.0821
TCGA-B0-5075	kirc	1696.74322	0.539601455496885	8.0743	12.0061	12.0865	9.3274	10.0505
TCGA-G4-6294	coad	-407.63599	1.93897054042261	9.648	14.0151	13.6226	6.7307	4.676
TCGA-HT-7473	lgg	893.87986	0.937991967642984	10.5338	5.117	13.6886	5.3807	5.4058
TCGA-B0-4703	kirc	1450.36971	-0.195159583771372	11.6013	8.9415	13.0931	9.3915	9.8701
TCGA-DJ-A1QL	thca	-933.12001	1.34549245420714	5.1488	14.1484	13.1713	4.5353	5.7706
TCGA-EI-6881	read	-330.38253	-1.09232514592457	8.018	13.9967	14.0629	7.033	5.346
TCGA-EU-5907	kirc	95.79437	0.712141518699986	9.8129	11.4841	12.073	6.1756	6.2357
TCGA-06-2557	gbm	1318.63387	-0.176383301788569	9.5352	7.0057	12.9072	7.5018	7.096
TCGA-CH-5771	prad	-7.17705	0.170630707720657	10.4968	13.4063	13.4865	8.0486	7.2346
TCGA-BH-A0BZ	brca	336.63575	-0.459418950851795	12.4099	13.5375	12.9416	9.9448	9.6625
TCGA-44-2665	luad	1324.78990	0.325155865740367	13.3792	13.3247	13.5652	8.1604	6.7577
TCGA-CM-6676	coad	-809.27819	1.41835489138825	9.929	14.0499	13.4621	6.5368	5.2607
TCGA-DB-A4XA	lgg	-535.05501	-0.0533751103163731	9.5126	6.5763	12.6681	4.6608	4.8384
TCGA-AD-5900	coad	346.45413	-1.62471585677472	9.7454	13.1082	13.2255	8.5305	8.588
TCGA-CQ-5324	hnsc	324.86882	1.11922725834674	11.1604	13.6612	14.5692	7.9996	7.9143
TCGA-G4-6302	coad	331.02023	-2.11496007089414	11.5342	12.7338	13.3568	7.9497	7.118
TCGA-A6-5657	coad	144.58789	0.173240044574898	10.8649	13.2599	13.8078	8.6862	7.3653
TCGA-A2-A3XW	brca	787.91771	-0.3655151395	9.4168	13.467	11.8826	8.6439	7.9644
TCGA-DJ-A2PO	thca	693.43187	0.213077782671382	9.1705	13.5188	14.1065	8.8422	9.4724
TCGA-EW-A2FV	brca	471.96211	-0.2803984875	10.8103	14.4028	13.1716	8.592	8.2966
TCGA-DH-5141	lgg	-788.57299	0.00390109286098705	10.6094	5.4799	13.0025	2.8864	2.6475
TCGA-D5-5541	coad	137.80958	0.311937206074895	10.417	14.2498	13.1076	7.3806	7.3806
TCGA-A7-A0CD	brca	-733.57684	-0.719386490273019	10.2122	13.7917	13.804	5.1306	6.0915
TCGA-GM-A2DM	brca	213.65734	-0.2567494845	9.6149	12.8087	12.9981	5.9935	5.7454
TCGA-AM-5821	coad	656.75018	-2.64485774199844	9.7168	12.5572	13.682	7.3745	8.7708
TCGA-A7-A3J1	brca	1195.29876	-2.004061421	10.5681	8.7945	13.2048	9.584	9.2028
TCGA-B0-4849	kirc	1063.42385	0.000711759006852941	9.4874	10.5665	12.8803	8.3892	8.4131
TCGA-HT-8111	lgg	58.40067	0.783199255883488	9.9405	6.0146	12.4733	4.7063	4.403
TCGA-BJ-A191	thca	-537.96089	1.7733199733817	8.8845	14.4715	12.3975	7.5302	7.6923
TCGA-05-5715	luad	944.86755	-0.0102623025997756	10.7478	13.8778	13.3577	7.5089	6.9494
TCGA-C8-A26Z	brca	-845.35676	1.02067519766494	11.4298	15.3623	13.0624	5.2977	5.1595
TCGA-D8-A1XU	brca	21.54044	0.446737016419408	12.637	14.8263	13.4122	6.7877	6.4569
TCGA-B8-5163	kirc	2120.71209	-0.109537547378968	11.6602	11.3215	13.4166	10.3734	10.4222
TCGA-E2-A14T	brca	-191.12964	-0.764850335409996	11.2308	14.9191	12.7875	6.3879	6.6172
TCGA-E2-A159	brca	1263.80270	0.111025157384353	10.611	12.7078	12.6159	9.516	9.3772
TCGA-E2-A155	brca	-1014.67614	0.579876103465695	9.8473	13.7069	13.5634	5.8579	6.4809
TCGA-HT-7611	lgg	-256.44424	0.956111606389333	10.7209	5.9352	12.6704	3.4084	3.9902
TCGA-A2-A0YT	brca	-375.66933	-0.266551082566261	10.3543	15.2963	12.4058	7.0511	7.7365
TCGA-EJ-7789	prad	-462.18529	0.196088562811801	8.8998	13.5961	13.409	7.457	7.5205
TCGA-E2-A1AZ	brca	927.04639	0.115408286316984	11.4901	12.5555	13.1953	9.1482	8.5578
